scorer,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK
labeled-data/COD_exposure_1A_rats17and19_RAT17/img02849.png,,,,,264.0,34.0,365.0,45.0,340.0,61.0,327.0,19.0,363.0,70.0,190.0,40.0,223.0,266.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img02982.png,233.0,484.0,277.0,479.0,197.0,483.0,245.0,651.0,218.0,653.0,231.0,594.0,236.0,673.0,222.0,371.0,179.0,192.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img03000.png,226.0,694.0,271.0,699.0,188.0,689.0,,,,,,,,,215.0,574.0,191.0,378.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img03014.png,,,,,,,,,,,,,,,210.0,684.0,225.0,472.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img03293.png,,,,,,,,,,,,,,,208.0,713.0,203.0,480.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img03773.png,,,,,,,,,,,,,,,277.0,629.0,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img03927.png,248.0,693.0,198.0,690.0,289.0,659.0,224.0,535.0,249.0,535.0,236.0,588.0,237.0,507.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04042.png,,,,,271.0,33.0,,,360.0,4.0,,,,,198.0,88.0,268.0,298.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04110.png,,,168.0,3.0,272.0,5.0,,,,,,,,,216.0,96.0,282.0,279.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04241.png,228.0,55.0,182.0,54.0,278.0,60.0,,,,,,,,,209.0,168.0,245.0,215.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04321.png,227.0,75.0,176.0,62.0,273.0,63.0,,,,,221.0,6.0,,,239.0,176.0,234.0,249.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04441.png,,,,,,,,,,,,,,,208.0,674.0,215.0,475.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04511.png,,,,,,,,,,,,,,,206.0,682.0,202.0,445.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04586.png,,,,,,,,,,,,,,,204.0,681.0,202.0,447.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04657.png,,,271.0,712.0,,,327.0,718.0,,,,,357.0,703.0,207.0,690.0,204.0,458.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img04973.png,,,978.0,705.0,1061.0,714.0,1021.0,610.0,1045.0,614.0,1031.0,647.0,1030.0,587.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05008.png,1041.0,641.0,1002.0,625.0,1082.0,641.0,1035.0,492.0,1061.0,495.0,1042.0,542.0,1052.0,459.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05136.png,,,,,,,,,,,,,,,,,558.0,691.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05167.png,,,,,,,286.0,649.0,306.0,663.0,273.0,692.0,314.0,631.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05323.png,258.0,431.0,256.0,384.0,260.0,482.0,364.0,481.0,343.0,498.0,326.0,456.0,364.0,498.0,203.0,517.0,353.0,610.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05342.png,245.0,692.0,293.0,680.0,204.0,696.0,,,,,,,,,234.0,578.0,188.0,692.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05362.png,,,,,,,,,,,,,,,207.0,658.0,151.0,644.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05573.png,,,,,,,,,,,,,,,210.0,663.0,203.0,430.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05616.png,,,,,,,,,,,,,,,210.0,663.0,201.0,429.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05770.png,,,254.0,687.0,,,315.0,656.0,339.0,661.0,318.0,695.0,329.0,642.0,205.0,686.0,201.0,453.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05775.png,,,227.0,693.0,,,270.0,627.0,295.0,623.0,285.0,662.0,280.0,606.0,195.0,714.0,201.0,477.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05831.png,,,,,,,261.0,613.0,282.0,627.0,246.0,657.0,289.0,594.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img05932.png,,,,,,,219.0,642.0,247.0,637.0,236.0,677.0,233.0,622.0,,,206.0,618.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img06160.png,,,,,,,199.0,691.0,211.0,668.0,242.0,699.0,175.0,667.0,,,206.0,618.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img06416.png,,,,,,,,,,,,,,,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img06625.png,1060.0,56.0,1015.0,54.0,1102.0,61.0,,,,,,,,,1072.0,198.0,1036.0,411.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img06761.png,778.0,121.0,800.0,155.0,760.0,83.0,649.0,204.0,638.0,179.0,673.0,178.0,627.0,197.0,913.0,56.0,991.0,196.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img06863.png,218.0,5.0,275.0,20.0,175.0,11.0,267.0,131.0,242.0,143.0,242.0,108.0,270.0,164.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img06883.png,225.0,322.0,269.0,325.0,190.0,323.0,238.0,481.0,216.0,484.0,220.0,433.0,,,237.0,194.0,229.0,503.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07089.png,388.0,688.0,358.0,659.0,424.0,709.0,505.0,583.0,519.0,603.0,470.0,623.0,538.0,572.0,,,268.0,595.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07184.png,,,,,,,1060.0,603.0,1079.0,620.0,1042.0,651.0,1091.0,588.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07261.png,1021.0,708.0,971.0,714.0,1058.0,708.0,910.0,584.0,930.0,568.0,951.0,615.0,899.0,560.0,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07327.png,946.0,546.0,909.0,573.0,979.0,520.0,820.0,436.0,837.0,427.0,860.0,484.0,823.0,411.0,993.0,638.0,864.0,716.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07382.png,973.0,510.0,925.0,511.0,1006.0,492.0,839.0,400.0,855.0,382.0,888.0,428.0,826.0,370.0,1003.0,604.0,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07390.png,942.0,542.0,929.0,594.0,943.0,501.0,815.0,564.0,809.0,538.0,864.0,544.0,794.0,550.0,1022.0,621.0,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07397.png,811.0,638.0,826.0,672.0,789.0,597.0,,,668.0,705.0,722.0,696.0,,,917.0,602.0,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07506.png,,,,,,,197.0,714.0,220.0,702.0,,,195.0,683.0,,,483.0,688.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07632.png,315.0,521.0,284.0,505.0,358.0,534.0,356.0,388.0,380.0,396.0,356.0,433.0,380.0,366.0,308.0,631.0,440.0,679.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07780.png,,,,,314.0,32.0,,,,,,,,,211.0,78.0,253.0,259.0
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07814.png,275.61648153707597,3.598901230861543,,,232.0403782647854,36.95344941459018,313.8128189732813,103.66254578204746,287.9899429600721,99.35873311317926,304.6672170519364,48.7889342539778,301.4393575502852,117.64993695586907,189.0022515761033,15.434386070249161,247.64169918943261,212.33381567096967
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07856.png,226.6606124287001,501.2272410687481,268.62278595016517,496.92342839987987,189.0022515761033,503.37914740318223,243.87586310417296,644.8669888922245,216.97703392374663,645.404965475833,228.2745421795257,585.1515881116782,230.96442509756835,662.6202161513058,215.36310417292108,362.96725908135693,153.49579705794056,199.96035424797356
labeled-data/COD_exposure_1A_rats17and19_RAT17/img07977.png,,,,,,,,,,,,,,,205.67952566796762,694.8988111678175,202.45166616631647,454.4232782948063
labeled-data/COD_exposure_1A_rats17and19_RAT17/img08298.png,287.4519663764636,515.2146322425698,259.47718402882015,492.61961573101166,318.1166316421495,539.9615550885619,369.76238366856796,403.31550285199637,385.9016811768238,421.60670669468624,339.63569498649053,450.6574422095467,398.2751425998199,391.4800180126088,249.79360552386672,623.3479255478835,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img08387.png,314.8887721404983,497.999381567097,290.6798258781147,460.34102071450013,340.17367157009903,538.3476253377364,405.8068147703392,432.3662383668568,416.0283698589012,440.43588712098466,409.5726508555989,411.3851516061243,365.45857099969976,476.4803182227559,260.01516061242876,573.3161032722905,206.75547883518468,664.2341459021314
labeled-data/COD_exposure_1A_rats17and19_RAT17/img08471.png,336.40783548483944,342.52414890423296,321.8824677274092,297.87209246472526,345.55343740618434,387.1762053437406,441.85124587211044,345.7520084058841,431.6296907835484,370.4989312518763,396.1232362653858,338.75831281897325,449.92089462623835,365.11916541579103,258.40123086160315,402.7775262683879,336.94581206844794,574.9300330231162
labeled-data/COD_exposure_1A_rats17and19_RAT17/img08709.png,,,,,,,,,,,,,,,204.06559591714202,677.6835604923447,203.52761933353352,530.2779765836085
labeled-data/COD_exposure_1A_rats17and19_RAT17/img08888.png,,,,,,,207.29345541879317,660.4683098168719,221.28084659261484,638.4112698889222,257.86325427799466,677.1455839087361,186.31236865806065,631.4175743020114,,,184.16046232362655,690.5949984989493
labeled-data/COD_exposure_1A_rats17and19_RAT17/img08936.png,,,,,,,240.6480036025218,607.7466046232362,266.47087961573106,603.9807685379766,251.40753527469232,687.3671389972981,258.93920744521165,588.9174241969379,,,202.98964274992497,650.2467547283097
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09285.png,,,,,,,210.52131492044433,662.6202161513058,238.4960972680877,647.0188952266586,253.55944160912642,708.8862023416391,215.36310417292108,637.3353167217051,,,205.67952566796762,630.8795977184029
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09347.png,,,,,,,227.73656559591714,649.7087781447012,253.55944160912642,640.5631762233563,260.55313719603726,706.734296007205,235.26823776643656,628.7276913839687,,,206.75547883518468,633.0315040528369
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09382.png,,,,,,,317.0406784749324,650.2467547283097,327.2622335634944,672.8417712398679,264.31897328129696,699.7406004202942,347.70534374061845,649.1708015610927,,,207.83143200240173,630.8795977184029
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09490.png,,,,,,,477.3577003902732,671.2278414890422,492.9590213149204,686.8291624136896,443.46517562293604,711.5760852596818,504.794506154308,656.7024737316121,,,205.14154908435907,614.7403002101471
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09519.png,,,,,,,363.84464124887415,612.588393875713,390.7434704293005,609.3605343740618,379.98393875713,672.8417712398679,374.6041729210448,580.84777544281,,,237.95812068447916,637.8732933053137
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09581.png,357.38892224557185,495.8474752326628,315.4267487241069,514.1386790753527,397.1991894326028,473.7904353047133,279.9202942059442,370.4989312518763,300.3634043830682,359.2014229960972,316.5027018913239,417.30289402581803,279.9202942059442,341.9861723206244,367.07250075052536,600.2149324527169,237.95812068447916,687.9051155809066
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09584.png,310.5849594716301,449.04351245872107,278.30636445511857,481.86008405884115,349.85725007505255,429.13837886520565,232.5783548483939,336.06842990093065,256.24932452716905,325.8468748123687,270.77469228459927,388.25215851095766,233.11633143200245,302.71388171720207,354.69903932752925,562.0185950165115,271.85064545181626,671.7658180726509
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09650.png,226.1226358450916,64.92823176223351,190.61618132692885,42.87119183428399,275.0785049534675,88.06122485740013,326.7242569798859,14.896409486640664,329.952116481537,40.18130891624139,261.62909036325425,39.64333233263278,358.46487541278896,24.04201140798557,221.28084659261484,184.35903332332634,280.9962473731613,355.97356349444607
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09697.png,260.55313719603726,49.864887421194794,229.88847193035124,23.504034824377072,287.9899429600721,94.51694386070244,,,,,,,,,208.36940858601022,167.68175923146202,264.85694986490546,338.75831281897325
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09735.png,221.28084659261484,77.83966976883812,206.75547883518468,121.41577304112877,211.05929150405288,25.117964575202677,131.97673371359954,88.06122485740013,133.0526868808166,62.77632542779941,172.86295406784754,70.84597418192732,100.23611528069651,71.38395076553581,256.24932452716905,152.6184148904233,388.5915640948664,294.10625637946566
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09748.png,226.1226358450916,92.90301410987695,200.29975983188237,130.56137496247368,229.88847193035124,42.87119183428399,135.74256979885925,76.22574001801263,147.04007805463826,50.402864004803405,187.3883218252777,75.68776343440402,110.99564695286702,54.168700090063,242.7999099369559,169.83366556589613,381.5978685079556,294.10625637946566
labeled-data/COD_exposure_1A_rats17and19_RAT17/img09984.png,,,,,,,,,,,,,,,207.83143200240173,682.5253497448214,202.98964274992497,457.6511377964575
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10509.png,,,,,,,280.9962473731613,605.0567217051936,300.3634043830682,620.1200660462323,255.17337135995197,687.3671389972981,308.9710297208046,585.6895646952867,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10516.png,,,,,,,232.5783548483939,591.069330531372,259.47718402882015,586.2275412788952,251.94551185830082,666.3860522365655,243.87586310417296,560.9426418492944,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10589.png,241.1859801861303,622.809948964275,194.38201741218856,627.6517382167517,283.1481537075954,613.66434704293,216.43905734013813,472.1765055538877,242.26193335334736,473.25245872110474,228.2745421795257,537.8096487541279,232.0403782647854,444.20172320624437,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10655.png,228.2745421795257,408.6952686880816,191.1541579105374,415.6889642749925,269.16076253377366,404.3914560192134,224.508706094266,286.03660762533775,249.25562894025822,290.87839687781445,232.0403782647854,344.1380786550585,242.26193335334736,258.5998018613029,263.24302011407985,530.815953167217,205.14154908435907,561.4806184329029
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10677.png,229.88847193035124,238.6946682677874,193.3060642449715,253.7580126088261,270.23671570099077,235.4668087661363,194.91999399579706,91.28908435905134,222.3567997598319,86.44729510657464,218.59096367457224,161.76401681176822,205.67952566796762,62.77632542779941,267.00885619933956,367.8090483338337,220.20489342539778,507.1449834884419
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10940.png,,,,,878.1502551786251,28.88380066046227,,,,,,,,,,,595.7125487841489,106.89040528369856
labeled-data/COD_exposure_1A_rats17and19_RAT17/img10982.png,1034.7014410087063,125.71958570999698,1075.0496847793456,118.72589012308617,991.6633143200239,132.17530471329928,1062.138246772741,271.51123986790753,1035.2394175923148,273.66314620234164,1048.1508555989194,206.95404983488436,1048.1508555989194,289.80244371059734,,,802.8335334734314,15.972362653857658
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11008.png,1028.2457220054039,711.5760852596818,1069.131942359652,714.8039447613329,983.0556889822875,701.8925067547283,,,,,,,,,1055.6825277694386,568.4743140198138,964.7644851395977,408.6952686880816
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11120.png,,,,,,,,,,,,,,,986.8215250675472,710.5001320924647,984.6696187331132,545.3413209246472
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11227.png,,,,,,,,,,,,,,,,,692.010357250075,688.4430921645152
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11695.png,906.6630141098768,42.87119183428399,932.485890123086,10.054620234163849,878.6882317622336,83.21943560492343,1039.0052536775745,67.61811468027622,1033.625487841489,93.44099069348545,967.4543680576404,68.15609126388472,1059.986340438307,83.21943560492343,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11716.png,984.1316421495047,0.37104172921044665,988.9734314019814,36.95344941459018,,,,,1113.246022215551,2.5229480636445487,,,,,899.6693185229661,5.212830981687148,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11735.png,,,,,966.9163914740319,43.40916841789249,1084.1952867006905,8.978667066946855,1072.8977784449116,39.105355749024284,1018.0241669168419,8.978667066946855,1111.6320924647255,38.56737916541579,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11825.png,,,,,951.8530471329931,63.852278595016514,,,,,,,,,,,,
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11938.png,972.8341338937256,301.09995196637647,991.6633143200239,340.91021915340735,937.8656559591715,268.2833803662563,892.1376463524467,414.61301110777543,873.3084659261482,402.2395496847793,922.8023116181326,348.4418913239267,869.00465325728,419.9927769438607,1050.840738516962,219.32751125788047,956.6948363854698,68.69406784749322
labeled-data/COD_exposure_1A_rats17and19_RAT17/img11965.png,1032.0115580906636,637.8732933053137,1069.6699189432604,644.329012308616,978.7518763134193,626.5757850495347,,,938.9416091263885,713.1900150105073,1000.2709396577603,690.5949984989493,,,1033.0875112578806,507.68296007205043,921.1883818673072,343.06212548784146
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12028.png,996.5051035725008,718.0318042629841,,,948.6251876313419,685.7532092464725,,,,,,,,,1067.5180126088262,612.588393875713,984.1316421495047,450.1194656259381
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12145.png,1015.3342839987992,540.4995316721705,970.1442509756829,542.6514380066046,1051.916691684179,555.5628760132092,1025.0178625037527,392.0179945962173,1054.068598018613,397.9357370159111,1026.6317922545784,465.1828099669769,1041.1571600120085,367.8090483338337,1031.473581507055,668.5379585709996,1056.7584809366558,483.47401380966676
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12148.png,1018.5621435004504,477.01829480636445,972.8341338937256,480.7841308916241,1055.14455118583,490.46770939657756,1022.8659561693186,335.5304533173221,1049.2268087661364,339.2962894025818,1025.0178625037527,410.30919843890723,1035.7773941759233,312.93543680576397,1036.8533473431403,608.2845812068448,1092.802912038427,483.47401380966676
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12166.png,1049.764785349745,274.73909936955863,1007.2646352446712,280.65684178925244,1086.8851696187332,291.95435004503156,1025.0178625037527,131.0993515460823,1048.1508555989194,128.9474452116482,1047.0749024317022,199.42237766436506,1030.397628339838,105.81445211648156,1033.625487841489,415.15098769138393,1111.094115881117,428.06242569798854
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12483.png,252.48348844190937,513.6007024917442,293.3697087961573,516.2905854097869,203.52761933353352,510.37284299009303,216.97703392374663,632.4935274692284,205.14154908435907,612.0504172921044,248.17967577304117,580.84777544281,195.4579705794056,635.7213869708796,246.56574602221556,402.2395496847793,275.0785049534675,215.56167517262077
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12541.png,,,,,,,,,,,,,,,207.83143200240173,708.3482257580306,190.61618132692885,493.6955688982287
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12668.png,,,,,,,,,,,,,,,208.36940858601022,706.734296007205,204.06559591714202,473.25245872110474
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12855.png,,,,,,,,,,,,,,,207.29345541879317,700.2785770039027,199.76178324827382,468.41066946862804
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12869.png,,,,,,,,,,,,,,,206.75547883518468,702.4304833383368,202.98964274992497,467.8726928850195
labeled-data/COD_exposure_1A_rats17and19_RAT17/img12954.png,,,,,,,,,,,,,,,209.98333833683583,715.3419213449414,204.60357250075057,491.5436625637946
