scorer,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK
labeled-data/Rat35_COD4_testA_cut/img043942.png,468.0,22.0,467.0,4.0,470.0,43.0,,,,,503.0,23.0,540.0,22.0,424.0,33.0,353.0,92.0
labeled-data/Rat35_COD4_testA_cut/img044301.png,476.0,36.0,486.0,20.0,470.0,56.0,534.0,57.0,530.0,66.0,507.0,54.0,544.0,65.0,438.0,25.0,350.0,66.0
labeled-data/Rat35_COD4_testA_cut/img045488.png,503.0,37.0,500.0,23.0,515.0,55.0,,,547.0,3.0,523.0,19.0,,,468.0,44.0,374.0,59.0
labeled-data/Rat35_COD4_testA_cut/img046999.png,515.0,224.0,532.0,227.0,498.0,226.0,,,,,513.0,271.0,517.0,313.0,518.0,174.0,495.0,75.0
labeled-data/Rat35_COD4_testA_cut/img047248.png,512.0,272.0,529.0,272.0,494.0,271.0,,,,,513.0,319.0,515.0,361.0,508.0,223.0,485.0,120.0
labeled-data/Rat35_COD4_testA_cut/img049889.png,272.0,365.0,268.0,345.0,267.0,384.0,,,,,222.0,367.0,186.0,372.0,319.0,363.0,415.0,318.0
labeled-data/Rat35_COD4_testA_cut/img052455.png,181.0,338.0,162.0,338.0,195.0,325.0,,,,,164.0,291.0,158.0,260.0,212.0,373.0,314.0,389.0
labeled-data/Rat35_COD4_testA_cut/img052609.png,173.0,323.0,155.0,325.0,191.0,316.0,,,,,164.0,279.0,160.0,246.0,188.0,365.0,291.0,385.0
labeled-data/Rat35_COD4_testA_cut/img057047.png,234.0,36.0,219.0,29.0,252.0,46.0,,,,,249.0,13.0,,,221.0,70.0,187.0,170.0
labeled-data/Rat35_COD4_testA_cut/img058030.png,211.0,31.0,201.0,46.0,229.0,22.0,,,,,178.0,11.0,,,239.0,79.0,208.0,175.0
labeled-data/Rat35_COD4_testA_cut/img061276.png,158.0,77.0,177.0,83.0,143.0,70.0,170.0,144.0,159.0,147.0,158.0,118.0,165.0,158.0,181.0,31.0,261.0,64.0
labeled-data/Rat35_COD4_testA_cut/img061578.png,161.0,122.0,178.0,123.0,144.0,125.0,,,,,166.0,161.0,170.0,197.0,158.0,78.0,243.0,55.0
labeled-data/Rat35_COD4_testA_cut/img063799.png,172.0,332.0,191.0,342.0,155.0,332.0,163.0,386.0,152.0,383.0,164.0,360.0,155.0,396.0,173.0,293.0,196.0,189.0
labeled-data/Rat35_COD4_testA_cut/img065967.png,266.0,353.0,266.0,334.0,269.0,372.0,,,,,308.0,334.0,320.0,301.0,223.0,360.0,165.0,281.0
labeled-data/Rat35_COD4_testA_cut/img067844.png,278.0,341.0,278.0,321.0,282.0,362.0,345.0,317.0,,,330.0,337.0,351.0,314.0,239.0,351.0,157.0,299.0
labeled-data/Rat35_COD4_testA_cut/img073921.png,333.0,296.0,343.0,279.0,337.0,320.0,389.0,303.0,385.0,314.0,362.0,301.0,401.0,310.0,303.0,313.0,231.0,339.0
labeled-data/Rat35_COD4_testA_cut/img077739.png,333.0,267.0,329.0,296.0,339.0,246.0,,,,,300.0,267.0,290.0,286.0,366.0,296.0,288.0,333.0
labeled-data/Rat35_COD4_testA_cut/img079403.png,288.0,278.0,295.0,299.0,280.0,266.0,221.0,300.0,220.0,289.0,247.0,292.0,209.0,295.0,331.0,259.0,387.0,297.0
labeled-data/Rat35_COD4_testA_cut/img082561.png,356.0,36.0,348.0,21.0,366.0,52.0,420.0,16.0,422.0,25.0,393.0,25.0,430.0,19.0,314.0,66.0,251.0,143.0
labeled-data/Rat35_COD4_testA_cut/img085123.png,415.0,94.0,426.0,112.0,404.0,79.0,,,,,376.0,111.0,352.0,104.0,451.0,70.0,392.0,16.0
labeled-data/Rat35_COD4_testA_cut/img087201.png,272.0,261.0,288.0,273.0,256.0,259.0,,,,,256.0,302.0,243.0,333.0,293.0,208.0,340.0,101.0
labeled-data/Rat35_COD4_testA_cut/img087906.png,207.0,328.0,215.0,349.0,200.0,311.0,158.0,366.0,150.0,358.0,176.0,343.0,144.0,371.0,251.0,307.0,316.0,222.0
labeled-data/Rat35_COD4_testA_cut/img092858.png,174.0,337.0,155.0,338.0,199.0,325.0,197.0,281.0,205.0,287.0,187.0,300.0,208.0,275.0,195.0,370.0,275.0,323.0
labeled-data/Rat35_COD4_testA_cut/img095061.png,292.0,199.0,283.0,185.0,300.0,218.0,339.0,153.0,345.0,159.0,326.0,171.0,351.0,148.0,249.0,230.0,227.0,322.0
labeled-data/Rat35_COD4_testA_cut/img097916.png,469.0,168.0,471.0,148.0,470.0,191.0,516.0,150.0,523.0,159.0,502.0,171.0,529.0,145.0,426.0,161.0,329.0,167.0
labeled-data/Rat35_COD4_testA_cut/img099629.png,487.0,147.0,484.0,131.0,497.0,166.0,521.0,108.0,526.0,118.0,507.0,132.0,533.0,105.0,459.0,163.0,360.0,200.0
labeled-data/Rat35_COD4_testA_cut/img102928.png,514.0,349.0,525.0,369.0,490.0,330.0,,,,,487.0,364.0,458.0,344.0,508.0,308.0,532.0,205.0
labeled-data/Rat35_COD4_testA_cut/img109241.png,343.0,323.0,327.0,315.0,362.0,330.0,,,,,369.0,287.0,385.0,263.0,339.0,367.0,418.0,356.0
labeled-data/Rat35_COD4_testA_cut/img110399.png,386.0,274.0,372.0,263.0,400.0,287.0,403.0,211.0,414.0,214.0,402.0,239.0,410.0,199.0,365.0,320.0,417.0,382.0
labeled-data/Rat35_COD4_testA_cut/img111804.png,397.0,134.0,374.0,139.0,409.0,115.0,351.0,102.0,353.0,95.0,375.0,105.0,342.0,96.0,402.0,179.0,403.0,286.0
labeled-data/Rat35_COD4_testA_cut/img113004.png,317.0,97.0,308.0,115.0,338.0,77.0,,,332.0,53.0,311.0,64.0,338.0,54.0,357.0,117.0,403.0,221.0
labeled-data/Rat35_COD4_testA_cut/img114511.png,231.0,38.0,231.0,58.0,228.0,20.0,,,,,190.0,44.0,163.0,46.0,282.0,40.0,339.0,91.0
labeled-data/Rat35_COD4_testA_cut/img116467.png,166.0,180.0,182.0,186.0,151.0,184.0,171.0,252.0,159.0,252.0,164.0,222.0,166.0,263.0,162.0,130.0,217.0,49.0
labeled-data/Rat35_COD4_testA_cut/img117586.png,150.0,312.0,171.0,320.0,133.0,318.0,174.0,370.0,164.0,377.0,155.0,352.0,176.0,383.0,150.0,267.0,177.0,169.0
labeled-data/Rat35_COD4_testA_cut/img119131.png,268.0,331.0,258.0,314.0,275.0,349.0,,,,,295.0,313.0,326.0,299.0,226.0,353.0,148.0,291.0
labeled-data/Rat35_COD4_testA_cut/img119762.png,290.0,313.0,288.0,295.0,296.0,333.0,,,,,329.0,309.0,355.0,314.0,248.0,324.0,149.0,289.0
labeled-data/Rat35_COD4_testA_cut/img122550.png,397.0,326.0,401.0,309.0,388.0,343.0,453.0,366.0,447.0,373.0,432.0,351.0,458.0,379.0,354.0,316.0,268.0,319.0
labeled-data/Rat35_COD4_testA_cut/img124225.png,487.0,360.0,502.0,350.0,477.0,380.0,529.0,383.0,518.0,388.0,504.0,368.0,531.0,395.0,464.0,349.0,374.0,295.0
labeled-data/Rat35_COD4_testA_cut/img125818.png,416.0,223.0,407.0,238.0,426.0,208.0,361.0,183.0,367.0,176.0,381.0,196.0,356.0,173.0,459.0,251.0,451.0,341.0
labeled-data/Rat35_COD4_testA_cut/img127698.png,333.0,164.0,314.0,165.0,348.0,153.0,323.0,105.0,332.0,107.0,324.0,130.0,331.0,92.0,353.0,200.0,394.0,308.0
labeled-data/Rat35_COD4_testA_cut/img128740.png,279.0,171.0,283.0,189.0,274.0,156.0,214.0,194.0,210.0,184.0,236.0,181.0,202.0,193.0,322.0,163.0,413.0,213.0
labeled-data/Rat35_COD4_testA_cut/img129781.png,184.0,229.0,199.0,240.0,167.0,225.0,179.0,292.0,169.0,292.0,174.0,264.0,174.0,306.0,209.0,186.0,298.0,152.0
labeled-data/Rat35_COD4_testA_cut/img131308.png,171.0,279.0,182.0,294.0,157.0,269.0,135.0,309.0,131.0,297.0,156.0,292.0,122.0,307.0,181.0,257.0,233.0,168.0
labeled-data/Rat35_COD4_testA_cut/img140320.png,296.0,37.0,312.0,31.0,287.0,55.0,,,336.0,81.0,319.0,59.0,347.0,85.0,269.0,19.0,168.0,32.0
labeled-data/Rat35_COD4_testA_cut/img143514.png,301.0,28.0,292.0,16.0,314.0,44.0,,,,,315.0,6.0,,,276.0,36.0,184.0,35.0
labeled-data/Rat35_COD4_testA_cut/img144955.png,318.0,36.0,329.0,23.0,315.0,57.0,379.0,66.0,372.0,74.0,357.0,52.0,385.0,83.0,274.0,33.0,191.0,48.0
labeled-data/Rat35_COD4_testA_cut/img147623.png,476.9555033261195,147.35096439426644,487.84556385443716,166.4085703188224,464.70418523176215,136.4609038659488,429.3114885147297,178.31957402166984,423.52614385906094,171.17297179996137,449.0497232223055,162.3247976207033,417.74079920339216,183.0839755028088,507.24348417050305,108.21480937062483,465.38481401478197,12.246150964825347
labeled-data/Rat35_COD4_testA_cut/img150769.png,416.7198560288624,317.5081601492301,421.8245719015113,334.86419411623643,403.1072803684653,304.5762132718529,351.7198072504663,329.7594782435875,354.1020079910358,319.8903608897996,375.20150026465126,330.4401070266074,348.65697772687696,322.27256163036907,450.7512951798551,282.11546343219766,498.39530999124497,189.54994894149746
labeled-data/Rat35_COD4_testA_cut/img152693.png,349.6779209014067,279.0526339086083,335.7250308494997,295.04741030957496,363.2904965618038,266.461001422741,306.457993179646,246.38245232365531,313.9449097928644,238.21490692741708,325.5155991042019,256.59188406895316,305.4370500051162,240.25679327647663,394.93973497222703,311.38250110205144,493.9712229016159,304.235898880343
labeled-data/Rat35_COD4_testA_cut/img154303.png,322.7930839721225,231.74893348872845,303.7354780475666,236.51333496986743,342.1910042881883,227.32484639909939,316.3271105334339,177.2986308471401,323.1333983636324,176.61800206412022,321.4318264060828,197.71749433773573,320.07056884004305,169.47139984241176,335.3847164579898,273.2672892529396,412.2957689392333,307.63904279544226
labeled-data/Rat35_COD4_testA_cut/img156747.png,329.2590574108111,199.41906629528535,318.36899688249343,186.4871194179081,343.55226185422805,210.309126823603,388.81407592504837,176.27768767261028,388.1334471420285,184.44523306884855,364.3114397363336,179.68083158770958,396.30099253826677,180.36146037072945,309.5208227032353,237.87459253590714,351.3794928589564,322.95319041338894
labeled-data/Rat35_COD4_testA_cut/img159277.png,236.01291413709106,69.07865434698317,221.3793953021642,80.64934365832073,247.9239178399385,56.8273362526258,180.88198271248285,29.261870540321695,189.73015689174093,23.13621149314298,205.3846189011976,39.471302285619515,179.18041075493323,19.733067578043745,269.023410113554,105.15197984703548,310.20145148625517,185.4661762433783
labeled-data/Rat35_COD4_testA_cut/img162524.png,175.436952448324,96.98443445079721,195.17518715589978,93.24097614418804,159.44217604735746,94.94254810173766,204.02336133515792,143.26719169614734,195.17518715589978,147.01065000275656,182.24324027852253,119.4451842904524,205.04430450968766,157.9007105310742,185.64638419362183,41.853503026189,277.8715842928121,33.685957629950735
labeled-data/Rat35_COD4_testA_cut/img168788.png,182.24324027852253,321.2516184558393,187.34795615117145,301.8536981397734,186.3270129766417,346.094569036064,247.9239178399385,284.15734978125727,255.07052006164696,287.90080808786644,232.60977022199177,305.9374708378926,257.45272080221645,280.07357708313816,148.8924299105497,307.2987284039323,171.3531797502049,211.67038438964272
labeled-data/Rat35_COD4_testA_cut/img173366.png,227.8453687408528,294.70709591806497,211.5102779483763,288.2411224793764,243.15951635879952,309.3406147529919,239.75637244370023,227.66516079060932,248.26423223144843,227.32484639909939,242.47888757577965,258.2934560265028,244.86108831634914,217.4557290453115,190.75110006627074,324.99507676244855,155.3584033492383,258.63377041801266
labeled-data/Rat35_COD4_testA_cut/img174790.png,237.71448609464068,288.2411224793764,218.65688017008478,279.0526339086083,249.28517540597818,305.2568420548728,276.8506411182823,249.44528184724467,280.93441381640145,254.54999771989358,258.1333495852363,266.461001422741,287.7407016466,244.34056597459576,199.59927424552887,329.7594782435875,155.69871774074824,270.2044597293502
labeled-data/Rat35_COD4_testA_cut/img177338.png,252.0076905380576,284.15734978125727,239.4160580521903,270.8850885123701,256.09146323617676,302.5343269227933,314.96585296739414,261.696599941602,312.58365222682465,270.8850885123701,278.55221307583196,269.52383094633035,321.4318264060828,271.22540290388,206.74587646723734,313.424387451111,156.71966091527804,261.35628555009214
labeled-data/Rat35_COD4_testA_cut/img177959.png,270.3846676795937,272.5866604699197,272.0862396371433,253.8693689368737,267.66215254751427,293.00552396051535,325.85591349571183,288.5814368708863,322.1124551891026,294.70709591806497,299.6517053494474,277.6913763425686,330.6203149768508,300.8327549652437,220.01813773612446,289.6023800454161,153.65683139168868,232.76987666325823
labeled-data/Rat35_COD4_testA_cut/img178300.png,277.1909555097922,286.1992361303168,286.3794440805603,265.44005824821124,274.1281259862029,301.1730693567536,337.42660280704933,300.4924405737338,337.42660280704933,307.2987284039323,308.1595651371956,295.72803909259477,344.5732050287578,304.235898880343,231.92914143897195,277.3510619510587,155.69871774074824,217.4557290453115
labeled-data/Rat35_COD4_testA_cut/img184970.png,214.88263816160207,40.88717841942065,198.52945604000024,42.9313261846209,233.2799680484041,42.24994359622082,,,,,209.7722687486015,19.082935590618263,211.4757252196017,74.61561654522438,180.13212615319821,170.00917892123488,,
labeled-data/Rat35_COD4_testA_cut/img186369.png,240.43448522660492,29.644365710819443,231.57651157740395,17.038787825418012,245.20416334540545,51.44860853962183,307.89136147821233,29.985057005019428,304.14375724201193,36.11750030062012,273.14084946980853,24.533996297818874,312.3203483028128,35.09542641802,203.98051674720085,64.0541864250232,133.45741884779306,125.03792808682994
labeled-data/Rat35_COD4_testA_cut/img190469.png,275.1849972350087,44.29409136142101,290.8567967682105,38.502339360020414,259.172506407607,55.536904070022274,277.229145000209,101.87092008122738,270.75601041040824,100.84884619862726,279.6139840596092,70.52732101482394,272.1187755872084,108.00336337682808,240.09379393240488,6.477357705216889,153.21751391139526,36.458191594820164
labeled-data/Rat35_COD4_testA_cut/img194124.png,296.3078574754111,213.6176645788397,312.66103959701286,210.21075163683932,281.9988231190095,222.13494693384064,320.49693936361376,265.0620500030454,313.683113479613,269.8317281218459,305.5065224188121,243.25780717424297,323.9038523056141,276.9862453000467,283.7022795900097,158.0849836242336,227.48821604700345,79.04460336982487
labeled-data/Rat35_COD4_testA_cut/img199531.png,164.8010179141965,267.78758035664566,147.08507061579456,264.03997612044526,186.2645694487989,277.3269365942467,213.86056427900195,224.17909469904086,217.60816851520235,231.33361187724165,195.12254309799988,239.8508942322426,225.1033769876032,224.86047728744094,161.7347962663962,317.18781801565115,229.5323638122037,373.0611902644573
labeled-data/Rat35_COD4_testA_cut/img203944.png,185.92387815459887,237.1253638786423,179.79143485899817,222.13494693384064,200.23291251100045,256.88545894224444,226.46614216440338,214.2990471672398,227.8289073412035,225.20116858164099,207.72812098340125,224.86047728744094,240.43448522660492,218.72803399184028,160.03133979539598,264.3806674146453,139.58986214339376,364.8845992036564
labeled-data/Rat35_COD4_testA_cut/img206845.png,320.8376306578138,348.19072578785455,322.881778423014,333.2003088430529,315.04587865641315,370.676351205057,385.56897655582094,364.5439079094564,382.8434462022206,374.08326414705743,367.51233796321895,364.8845992036564,396.47109797022216,373.7425728528574,270.75601041040824,328.7713220184524,187.62733462559908,341.37689990385377
labeled-data/Rat35_COD4_testA_cut/img207529.png,354.5660687836175,361.477686261656,352.5219210184173,345.8058867284543,353.20330360681737,384.3040029730585,393.06418502822174,327.4085568416523,400.90008479482265,330.81546978365265,383.18413749642065,353.3010952008551,402.94423256002284,319.2319657808514,302.78099206521176,358.07077331965564,201.25498639360057,361.13699496745596
labeled-data/Rat35_COD4_testA_cut/img208788.png,407.71391067882337,358.07077331965564,407.71391067882337,341.37689990385377,411.1208236208237,382.2598552078583,473.80802175363067,339.6734434328536,476.19286081303096,350.9162561414548,450.3003224538281,350.5755648472548,487.0949822274321,341.0362086096537,358.995055608218,364.5439079094564,249.97384146420598,348.19072578785455
labeled-data/Rat35_COD4_testA_cut/img209765.png,477.8963172840311,334.9037653140531,459.8396786914291,325.36440907645203,493.5681168172328,346.4872693168544,473.80802175363067,277.3269365942467,482.6659954028317,273.5793323580463,486.7542909332321,294.02081001004854,474.1487130478307,261.99582835524507,438.3761271568268,364.20321661525634,338.2128866620157,371.69842508765714
labeled-data/Rat35_COD4_testA_cut/img212723.png,470.74180010583035,259.9516805900448,457.79553092622893,274.60140624064644,483.00668669703174,250.41232435244376,425.0891666830253,224.86047728744094,431.90299256702605,216.00250363823997,453.36654410162845,242.91711588004293,419.6381059758247,210.21075163683932,502.08539917223385,310.7146834258504,439.7388923336269,381.57847261945824
labeled-data/Rat35_COD4_testA_cut/img213598.png,448.9375572770279,243.25780717424297,435.65059680322645,257.90753282484457,460.86175257402925,232.69637705404182,417.2532669164244,205.78176481223883,425.77054927142535,201.35277798763835,433.9471403322263,223.15702081644076,415.54981044542427,192.15411304423736,481.98461281443156,285.16283636084756,443.1458052756273,368.6322034398568
labeled-data/Rat35_COD4_testA_cut/img215382.png,437.6947445684267,227.9266989352413,425.77054927142535,241.21365940904275,449.618939865428,217.3652688150401,392.38280243982166,194.5389521036376,397.49317185282223,187.0437436312368,420.3194885642248,209.8700603426393,385.2282852616209,184.99959586603654,473.80802175363067,280.3931582420471,448.5968659828279,368.2915121456568
labeled-data/Rat35_COD4_testA_cut/img216163.png,456.43276574942877,210.8921342252394,438.7168184510268,209.52936904843926,472.78594787103054,219.06872528604032,471.42318269423043,148.2049360924325,479.5997737550313,149.22700997503262,468.6976523406301,169.32779633283485,480.2811563434314,138.66557985483144,454.72930927842856,267.78758035664566,412.4835887976239,343.76173896325406
labeled-data/Rat35_COD4_testA_cut/img216579.png,483.3473779912318,160.81051397783386,466.6535045754299,153.31530550543306,502.08539917223385,166.60226597923452,496.29364717083314,96.07916807982673,503.78885564323394,97.4419332566269,496.29364717083314,120.26824996802941,501.0633252896337,87.22119443062576,462.2245177508294,212.59559069623958,438.7168184510268,300.4939445998493
labeled-data/Rat35_COD4_testA_cut/img220417.png,454.3886179842285,37.13957418322025,451.3223963364282,56.89966924682244,448.5968659828279,18.40155300221818,394.76764149922195,52.12999112802191,392.38280243982166,44.63478265562105,417.2532669164244,40.54648712522061,386.250359144221,49.40446077442158,506.5143859968343,52.12999112802191,501.0633252896337,146.84217091563232
labeled-data/Rat35_COD4_testA_cut/img222659.png,440.760966216227,47.019621715021344,458.136222220429,62.01003865982301,424.40778409462524,42.9313261846209,445.8713356292276,98.80469843342706,437.0133619800266,100.16746361022717,436.33197939162653,76.65976431042458,443.48649656982735,112.43235020142856,484.3694518738318,24.874687592018915,529.0000114140367,103.57437655222759
labeled-data/Rat35_COD4_testA_cut/img228938.png,165.82309179679663,105.95921561162783,171.95553509239733,122.31239773322966,155.94304426499554,88.24326831322588,141.974701202794,139.68765373743156,136.86433178979343,131.51106267663067,153.89889649979534,115.49857184922888,129.02843202319258,145.82009703303225,202.2770602762007,80.066677252425,294.9450922986109,43.95340006722097
labeled-data/Rat35_COD4_testA_cut/img237239.png,229.5323638122037,19.423626884818304,233.62065934260414,3.0704447632164715,223.399920516603,38.502339360020414,283.0208970016096,42.24994359622082,278.9326014712092,51.10791724542179,254.7435195830065,30.66643959341951,292.9009445334107,57.24036054102248,170.25207862139712,22.489848532618623,165.82309179679663,102.55230266962747
labeled-data/Rat35_COD4_testA_cut/img241925.png,221.35577275140275,242.91711588004293,235.6648071078044,256.54476764804446,198.87014733420028,247.68679399884346,211.4757252196017,305.60431401284984,202.2770602762007,304.5822401302497,211.13503392540167,272.8979497696463,204.66189933560094,321.9574961344516,241.115867815005,189.087891396437,219.6523162804026,94.03502031462654
labeled-data/Rat35_COD4_testA_cut/img243048.png,199.8922212168004,333.2003088430529,219.99300757460264,337.2886043734534,179.79143485899817,338.31067825605345,217.9488598094024,375.7867206180576,211.4757252196017,380.5563987368581,199.21083862840032,354.32316908345524,219.99300757460264,386.0074594440587,203.29913415880077,273.5793323580463,226.12545087020328,174.09747445163532
labeled-data/Rat35_COD4_testA_cut/img246447.png,400.5593935006226,315.48436154465094,383.18413749642065,310.37399213165037,418.27534079902455,311.73675730845054,366.83095537481887,268.46896294504575,371.6006334936194,261.314445766845,396.8117892644222,284.48145377244754,359.335746902418,265.0620500030454,386.250359144221,365.22529049785646,292.21956194501064,383.28192909045845
labeled-data/Rat35_COD4_testA_cut/img251018.png,426.7926231540255,301.17532718824936,412.14289750342385,286.8662928318478,433.60644903802626,315.825052838851,480.62184763763145,260.29237188424486,486.41359963903204,264.72135870884534,457.4548396320289,277.66762788844676,490.8425864636326,254.84131117704425,390.6793459688215,342.05828249225385,301.0775355942116,353.64178649505516
labeled-data/Rat35_COD4_testA_cut/img251729.png,491.8646603462327,223.4977121106408,476.87424340143104,215.66181234403993,507.19576858523436,235.76259870184214,506.8550772910343,161.832587860434,515.3723596460352,163.5360443314342,503.10747305483386,192.15411304423736,515.0316683518352,151.9525403286329,466.99419586962995,262.67721094364515,377.05169420082,322.97957001705174
labeled-data/Rat35_COD4_testA_cut/img252291.png,508.2178424678345,160.12913138943384,491.52396905203267,158.42567491843363,527.2965549430365,165.92088339083443,507.5364598794344,102.55230266962747,517.4165074112354,102.55230266962747,514.009594469235,121.97170643902962,512.9875205866349,90.28741607842613,492.20535164043275,214.2990471672398,428.15538833082564,284.8221450666475
labeled-data/Rat35_COD4_testA_cut/img256645.png,511.6247554098349,191.81342175003732,528.3186288256367,192.8354956326374,495.271573288233,192.15411304423736,508.89922505623457,254.1599285886442,500.0412514070336,253.13785470604407,508.2178424678345,226.2232424642411,502.4260904664339,258.9296067074447,513.668903175035,129.80760620563046,472.78594787103054,58.943817012022635
labeled-data/Rat35_COD4_testA_cut/img262721.png,496.6343384650332,349.89418225885476,513.3282118808349,362.49976014425613,480.62184763763145,343.76173896325406,470.74180010583035,370.676351205057,465.29073939862974,359.7742297906558,489.4798212868324,364.5439079094564,457.11414833782885,368.2915121456568,507.19576858523436,321.2761135460516,517.4165074112354,227.2453163468412
labeled-data/Rat35_COD4_testA_cut/img267482.png,447.23410080602775,362.49976014425613,436.33197939162653,379.87501614845803,449.95963115962803,347.50934319945446,396.47109797022216,350.9162561414548,396.47109797022216,338.31067825605345,423.0450189178251,351.25694743565487,382.5027549080206,343.080356374854,498.3377949360334,375.1053380296575,537.1766024748376,284.1407624782475
labeled-data/Rat35_COD4_testA_cut/img268381.png,439.39820103942685,364.20321661525634,434.6285229206264,380.5563987368581,444.1678791582274,346.8279606110544,395.44902408762204,358.7521559080557,395.44902408762204,346.8279606110544,419.97879727002476,357.0486994370555,381.82137231962054,352.61971261245503,492.88673422883284,374.4239554412575,536.1545285922375,283.80007118404745
labeled-data/Rat35_COD4_testA_cut/img272402.png,256.44697605400665,361.477686261656,254.06213699460642,382.60054650205836,257.4690499366068,341.7175911980538,196.8259995690001,361.13699496745596,195.80392568639996,351.25694743565487,225.1033769876032,358.4114646138557,182.85765650679855,354.32316908345524,315.04587865641315,364.8845992036564,417.2532669164244,342.73966508065394
labeled-data/Rat35_COD4_testA_cut/img273085.png,189.67148239079927,354.6638603776553,173.65899156339754,370.335659910857,193.41908662699967,336.94791307925334,143.33746637959416,326.7271742532522,149.46990967519486,317.86920060405123,165.82309179679663,344.44312155165414,136.52364049559338,315.1436702504509,242.4786329918051,373.7425728528574,346.3894777228166,352.279021318255
labeled-data/Rat35_COD4_testA_cut/img277055.png,156.62442685339562,290.9545883622483,138.2270969665936,296.0649577752488,173.3183002691975,286.1849102434477,153.21751391139526,233.3777596424419,165.82309179679663,230.6522292888416,156.28373555919558,259.9516805900448,159.690648501196,217.3652688150401,182.5169652125985,325.023717782252,262.9201106438074,355.0045516718553
labeled-data/Rat35_COD4_testA_cut/img282355.png,208.75019486600138,175.11954833423545,195.46323439219992,165.5801920966344,223.05922922240296,188.74720010223695,244.18208946280532,129.46691491143042,252.01798922940617,134.23659303023095,232.93927675420406,153.6559967996331,255.76559346560657,121.29032385062953,180.8135087415983,224.5197859932409,180.13212615319821,319.5726570750514
labeled-data/Rat35_COD4_testA_cut/img283823.png,196.8259995690001,172.7347092748352,186.945952037199,164.55811821403432,215.22332945580212,181.25199162983614,210.11296004280155,126.74138455783014,221.01508145720277,129.80760620563046,210.11296004280155,152.97461421123302,217.9488598094024,114.8171892608288,176.04383062279777,205.10038222383878,155.6023529707955,304.2415488360497
