scorer,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK
labeled-data/COD_exposure1B_rats5to8_RAT5/img03579.png,194.0,330.0,208.0,319.0,179.0,337.0,,,,,220.0,349.0,240.0,352.0,177.0,278.0,174.0,217.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img04040.png,248.0,239.0,253.0,225.0,240.0,255.0,301.0,249.0,298.0,258.0,290.0,250.0,309.0,257.0,212.0,206.0,252.0,129.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img04251.png,434.0,353.0,418.0,349.0,451.0,354.0,,,,,428.0,312.0,416.0,295.0,416.0,399.0,338.0,438.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img04660.png,233.0,194.0,249.0,196.0,217.0,194.0,,,,,240.0,239.0,247.0,264.0,247.0,144.0,332.0,106.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img04816.png,231.0,387.0,245.0,375.0,225.0,402.0,279.0,410.0,272.0,418.0,264.0,406.0,286.0,422.0,199.0,353.0,181.0,269.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img04977.png,284.0,405.0,297.0,396.0,265.0,419.0,289.0,434.0,279.0,430.0,291.0,415.0,279.0,446.0,253.0,383.0,225.0,330.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05129.png,225.0,199.0,217.0,185.0,231.0,214.0,285.0,187.0,283.0,198.0,271.0,192.0,296.0,194.0,190.0,232.0,224.0,291.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05184.png,236.0,239.0,253.0,235.0,221.0,249.0,267.0,277.0,261.0,282.0,256.0,271.0,271.0,287.0,206.0,196.0,182.0,258.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05243.png,308.0,425.0,314.0,407.0,310.0,441.0,,,,,358.0,425.0,382.0,422.0,263.0,412.0,194.0,358.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05298.png,490.0,328.0,474.0,320.0,506.0,333.0,,,,,498.0,288.0,503.0,259.0,465.0,372.0,393.0,418.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05415.png,490.0,228.0,473.0,229.0,509.0,231.0,,,493.0,178.0,479.0,198.0,494.0,165.0,496.0,272.0,459.0,342.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05493.png,384.0,121.0,378.0,137.0,387.0,105.0,,,,,339.0,115.0,315.0,118.0,430.0,136.0,486.0,203.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05627.png,208.0,263.0,220.0,250.0,197.0,279.0,,,,,240.0,283.0,257.0,294.0,187.0,222.0,223.0,146.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05800.png,233.0,366.0,237.0,349.0,231.0,384.0,282.0,354.0,284.0,362.0,268.0,362.0,295.0,354.0,196.0,345.0,179.0,257.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05870.png,218.0,294.0,202.0,300.0,234.0,286.0,,,,,198.0,257.0,185.0,238.0,230.0,338.0,176.0,323.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img05990.png,318.0,118.0,317.0,103.0,323.0,136.0,,,,,358.0,115.0,379.0,120.0,271.0,137.0,218.0,192.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06028.png,441.0,148.0,454.0,138.0,431.0,160.0,,,,,459.0,178.0,462.0,206.0,398.0,118.0,323.0,130.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06138.png,464.0,327.0,473.0,341.0,455.0,313.0,420.0,356.0,416.0,347.0,431.0,345.0,407.0,359.0,500.0,297.0,486.0,223.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06238.png,377.0,254.0,366.0,268.0,384.0,237.0,,,,,336.0,257.0,321.0,276.0,417.0,274.0,472.0,241.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06346.png,223.0,278.0,210.0,287.0,246.0,265.0,,,,,228.0,247.0,260.0,238.0,249.0,306.0,289.0,287.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06389.png,220.0,256.0,219.0,235.0,225.0,282.0,,,,,247.0,258.0,261.0,282.0,195.0,284.0,202.0,287.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06468.png,251.0,264.0,262.0,254.0,246.0,280.0,298.0,280.0,293.0,289.0,280.0,277.0,309.0,292.0,208.0,252.0,186.0,301.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06689.png,438.0,396.0,426.0,383.0,450.0,411.0,,,,,461.0,369.0,474.0,352.0,403.0,426.0,316.0,413.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img06778.png,471.0,368.0,451.0,372.0,487.0,382.0,451.0,340.0,,,468.0,345.0,438.0,338.0,445.0,394.0,360.0,429.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07024.png,389.0,163.0,400.0,178.0,376.0,152.0,,,,,372.0,198.0,376.0,222.0,429.0,148.0,497.0,197.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07077.png,396.0,218.0,412.0,216.0,381.0,226.0,,,,,405.0,251.0,406.0,275.0,386.0,174.0,458.0,163.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07133.png,442.0,233.0,451.0,217.0,439.0,248.0,,,,,479.0,252.0,499.0,266.0,396.0,203.0,431.0,137.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07151.png,487.0,251.0,505.0,247.0,473.0,259.0,,,,,492.0,286.0,474.0,308.0,454.0,214.0,423.0,135.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07164.png,490.0,275.0,503.0,289.0,474.0,269.0,,,,,469.0,310.0,457.0,334.0,490.0,226.0,440.0,160.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07363.png,465.0,308.0,465.0,325.0,463.0,291.0,,,,,421.0,295.0,403.0,283.0,504.0,293.0,492.0,216.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07407.png,452.0,348.0,468.0,359.0,435.0,343.0,,,,,446.0,375.0,450.0,400.0,477.0,304.0,465.0,245.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07670.png,278.0,358.0,265.0,347.0,293.0,367.0,,,,,297.0,316.0,300.0,288.0,267.0,407.0,344.0,424.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07720.png,285.0,313.0,271.0,304.0,301.0,319.0,,,,,297.0,274.0,300.0,248.0,272.0,368.0,318.0,416.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img07903.png,224.0,167.0,214.0,156.0,237.0,179.0,253.0,139.0,257.0,148.0,244.0,150.0,266.0,135.0,187.0,201.0,191.0,275.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08044.png,256.0,185.0,273.0,194.0,240.0,185.0,267.0,230.0,257.0,234.0,258.0,216.0,265.0,243.0,264.0,143.0,210.0,150.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08130.png,265.0,225.0,282.0,229.0,250.0,224.0,264.0,279.0,254.0,279.0,260.0,258.0,258.0,290.0,265.0,183.0,282.0,115.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08230.png,224.0,230.0,223.0,249.0,214.0,216.0,186.0,247.0,184.0,237.0,201.0,239.0,171.0,244.0,260.0,211.0,305.0,144.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08385.png,237.0,233.0,252.0,224.0,223.0,240.0,,,,,254.0,259.0,269.0,287.0,215.0,190.0,178.0,218.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08421.png,272.0,286.0,287.0,276.0,261.0,306.0,,,,,295.0,311.0,319.0,329.0,242.0,257.0,196.0,231.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08619.png,460.0,225.0,468.0,211.0,463.0,245.0,506.0,224.0,507.0,234.0,487.0,229.0,518.0,228.0,429.0,210.0,352.0,174.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08698.png,441.0,255.0,444.0,272.0,431.0,242.0,395.0,288.0,390.0,279.0,410.0,274.0,381.0,290.0,475.0,228.0,451.0,169.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img08829.png,395.0,140.0,382.0,152.0,402.0,124.0,,,,,371.0,121.0,353.0,103.0,423.0,171.0,488.0,170.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img09561.png,210.0,265.0,198.0,254.0,221.0,285.0,,,,,224.0,234.0,231.0,207.0,183.0,306.0,194.0,375.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img09816.png,434.0,157.0,446.0,146.0,436.0,174.0,483.0,162.0,482.0,171.0,462.0,165.0,495.0,168.0,389.0,148.0,316.0,173.0
labeled-data/COD_exposure1B_rats5to8_RAT5/img10025.png,494.78686697917453,300.1142575373345,512.0004226542686,299.70441097364176,479.21269755885123,305.0324163016471,505.8527241988779,341.50876047029897,495.60656010656,343.55799328876253,498.88533261610166,326.7542841773611,506.2625707625706,355.8533901995441,499.7050257434871,256.67052178590643,468.5566869028406,192.32461128614972
labeled-data/COD_exposure1B_rats5to8_RAT5/img10371.png,196.82841517456896,271.4249980788442,182.07393888163116,270.1954583877661,212.81243115858499,272.6545377699224,202.97611362995977,205.8495478880094,210.35335177642864,207.4889341427803,202.56626706626705,223.882796690489,209.12381208535052,196.4230769230769,196.4185686108763,309.9505750659597,238.63276467122617,373.8866390020237
labeled-data/COD_exposure1B_rats5to8_RAT5/img10410.png,220.59951586874658,185.76706626706624,208.7139655216578,177.1602884295192,234.9441455979917,193.96399754092062,246.41984938138782,137.81501831501828,255.4364737826276,141.09379082456002,245.60015625400237,151.33995491687796,255.4364737826276,129.20824047747124,202.15642050257432,222.24341043571815,206.2548861395015,301.7536437921053
labeled-data/COD_exposure1B_rats5to8_RAT5/img10517.png,286.9946591869668,130.02793360485668,284.5355798048105,113.63407105714793,288.22419887804494,149.70056866210712,336.17624683009296,158.71719306334688,331.25808806578027,165.27473808243036,323.88084991931134,150.52026178949257,339.045172775942,168.96335715566482,243.96076999923147,144.37256333410176,179.20501293578215,198.0624631778478
labeled-data/COD_exposure1B_rats5to8_RAT5/img10675.png,207.48442583057962,352.984464253695,221.82905555982475,341.50876047029897,194.36933579241267,362.41093521862757,239.45245779861162,389.87065498603965,232.0752196521427,395.6085068777377,227.9767540152155,375.93587182048725,240.272150925997,401.7562053331285,188.63148390071464,305.4422628653398,168.9588488434642,282.0810087348549
labeled-data/COD_exposure1B_rats5to8_RAT5/img10712.png,223.87828837828832,377.9851046389508,235.76383872537716,363.23062834601296,215.681357104434,390.6903481134251,271.4204897666435,399.70697251466487,268.14171725710185,409.1334434795974,252.9773944004713,396.83804656881586,277.978034785727,409.1334434795974,192.3201029739491,339.86937421552807,173.0573144803914,314.4588872665796
labeled-data/COD_exposure1B_rats5to8_RAT5/img10849.png,390.68583980122435,316.5081200850432,374.7018238172084,315.6884269576577,408.3092420400111,321.83612541304853,398.0630779476933,258.71975460437,406.26000922154753,259.94929429544817,401.34185045723495,277.57269653423504,402.1615435846204,252.57205614897924,378.8002894541355,358.7223161453931,306.66729424421726,403.80543815159206
labeled-data/COD_exposure1B_rats5to8_RAT5/img10944.png,371.4230513076666,135.355938932862,365.2753528522759,154.6187274264197,376.3412100719793,122.24084889469503,307.8968339352954,123.06054202208048,309.5362201900663,116.91284356668967,325.52023617408224,123.47038858577315,302.15898204359735,117.73253669407512,410.76832142216745,153.7990342990343,430.0311099157252,214.04647916186377
labeled-data/COD_exposure1B_rats5to8_RAT5/img10957.png,351.75041625041615,132.07716642332025,347.651950613489,147.6513358436435,353.38980250518705,114.86361074822611,299.29005609774833,131.2574732959348,299.29005609774833,122.65069545838776,309.94606675375906,125.51962140423677,288.6340454417377,125.9294679679295,395.6039985655369,152.1596480442634,427.98187709726164,218.9646379261764
labeled-data/COD_exposure1B_rats5to8_RAT5/img11094.png,209.94350521273597,257.90006147698455,225.1078280693665,247.6538973846666,198.05795486564713,269.37576526038066,251.3380081457004,283.31054842593306,249.28877532723683,290.27794000870927,234.12445247060626,282.90070186224034,259.125092855862,286.5893209354748,196.4185686108763,211.17755321601476,232.0752196521427,137.40517175132555
labeled-data/COD_exposure1B_rats5to8_RAT5/img11428.png,254.2069340915494,312.8195010118087,254.61678065524214,329.62321012321013,249.69862189092956,296.83548502779274,200.51703424780342,318.55735290350674,200.92688081149615,310.3604216296524,218.96012961397574,314.86873383027233,198.87764799303258,314.86873383027233,300.51959578882645,307.4914956838034,290.2734316965085,248.06374394835933
labeled-data/COD_exposure1B_rats5to8_RAT5/img11711.png,343.5534849765618,275.5234637157714,350.11102999564525,259.53944773175544,340.2747124670201,291.0976331360947,400.11231076615684,273.0643843336151,402.1615435846204,281.2613156074695,387.81691385537533,278.80223622531315,410.3584748584748,272.2446912062297,298.4703629703629,265.2772996234535,249.28877532723683,306.26195599272523
labeled-data/COD_exposure1B_rats5to8_RAT5/img11765.png,479.622544122544,296.83548502779274,499.29517917979445,294.7862522093292,465.6877609569916,304.6225697379544,498.88533261610166,339.86937421552807,488.22932196009106,343.9678398524553,486.99978226901294,323.8853582315121,498.88533261610166,353.3943108173878,457.90067624683,254.21144240375008,396.4236916929224,248.88343707574478
labeled-data/COD_exposure1B_rats5to8_RAT5/img11813.png,466.50745408437706,334.54136888752276,481.6717769410076,346.8367657983043,449.70374497297564,333.7216757601374,450.1135915366683,392.73958093188867,440.27727400804315,388.23126873126876,451.7529777914392,374.29648556571635,440.6871205717358,402.16605189682116,487.8194753963984,288.63855375393837,448.4742052818974,230.44034170957246
labeled-data/COD_exposure1B_rats5to8_RAT5/img11910.png,475.93392504930955,335.3610620149082,477.57331130408045,357.49277645431494,466.0976075206843,314.86873383027233,430.4409564794179,337.00044826967905,433.3098824252669,327.57397730474656,448.4742052818974,339.0496810881427,425.93264427879797,330.0330566869029,503.80349138041436,307.0816491201107,507.08226388995604,242.3258920566613
labeled-data/COD_exposure1B_rats5to8_RAT5/img11989.png,397.6532313840005,252.57205614897924,387.81691385537533,269.7856118240734,401.34185045723495,234.53880734649965,345.60271779502546,241.09635236558313,346.8322574861036,233.7191142191142,362.4064269064269,239.866812674505,339.45501933963465,236.58804016496327,439.86742744435037,272.6545377699224,505.44287763518514,278.3923896616204
labeled-data/COD_exposure1B_rats5to8_RAT5/img12090.png,208.7139655216578,197.65261661415508,222.23890212351748,212.8169394707856,196.82841517456896,190.68522503137888,193.95948922871995,241.09635236558313,184.53301826378745,239.04711954711956,193.13979610133455,227.57141576372345,186.99209764594374,249.2932836394375,252.15770127308585,167.7338174645867,315.2740720817643,155.84826711749787
labeled-data/COD_exposure1B_rats5to8_RAT5/img12578.png,195.18902891979812,323.06566510412665,208.30411895796507,313.63919413919416,186.58225108225108,337.4102948333718,231.66537308844997,343.14814672506986,227.56690745152278,352.57461769000236,212.40258459489226,339.86937421552807,241.50169061707518,353.3943108173878,174.2868541714695,284.54008811701124,195.59887548349084,203.3904685058531
labeled-data/COD_exposure1B_rats5to8_RAT5/img12728.png,312.4051461359153,125.10977484054405,307.4869873716027,111.58483823868437,316.9134583365352,142.73317707933091,350.52087655933803,99.28944132790281,359.53750096057786,105.02729321960089,341.914098721791,120.19161607623141,363.2261200338123,92.3220497451266,266.50233100233095,136.17563206024744,208.7139655216578,196.83292348676963
labeled-data/COD_exposure1B_rats5to8_RAT5/img12906.png,444.78558620866306,209.94801352493658,461.99914188375715,216.0957119803274,427.57203053356886,210.3578600886293,426.7523374061834,256.67052178590643,420.19479238709994,252.98190271267197,434.12957555265234,239.866812674505,416.0963267501728,262.8182202412972,446.8348190271266,157.89749993596143,384.53814134583354,128.7983939137785
labeled-data/COD_exposure1B_rats5to8_RAT5/img13008.png,421.83417864187084,400.1168190783576,427.57203053356886,417.33037475345174,411.5880145495529,387.4115756038833,392.32522605599524,430.4454647916187,383.3086016547554,423.8879197725352,398.47292451138594,414.87129537129545,380.8495222725991,437.4128563743949,467.7369937754552,372.6570993109455,483.72100975947114,298.06502471887086
labeled-data/COD_exposure1B_rats5to8_RAT5/img13400.png,433.7197289889597,146.8316427162581,425.93264427879797,161.5861190091959,430.4409564794179,130.43778016854935,386.9972207279899,150.11041522579984,385.357834473219,140.27409769717462,406.26000922154753,143.55287020671636,372.6525909987448,147.6513358436435,474.29453879453865,167.32397090089398,511.59057609057595,213.63663259817105
labeled-data/COD_exposure1B_rats5to8_RAT5/img13967.png,368.55412536181757,212.8169394707856,386.5873741642972,215.27601885294195,353.7996490688797,216.50555854402006,384.12829478214087,257.08036834959915,377.98059632675006,265.2772996234535,369.373818489203,245.19481800251032,386.9972207279899,264.86745305976075,383.3086016547554,166.0944312098158,459.9499090652936,183.71783344860268
labeled-data/COD_exposure1B_rats5to8_RAT5/img14315.png,314.86422551807163,297.24533159148547,311.9952995722226,312.40965444811604,314.0445323906862,279.2120827890059,269.37125694817996,288.63855375393837,271.8303363303363,279.6219293526986,285.7651194958887,289.4582468813238,258.71524629216935,283.31054842593306,361.5867337790414,301.7536437921053,425.5227977151053,268.5560721329952
labeled-data/COD_exposure1B_rats5to8_RAT5/img14483.png,288.22419887804494,271.83484464253695,293.962050769743,291.0976331360947,278.3878813494198,259.53944773175544,256.256166910013,298.47487128256364,250.10846845462223,290.687786572402,268.9614103844873,283.31054842593306,242.73123030815336,300.5241041010272,334.94670713901473,280.0317759163913,412.40770767693834,311.18011475703787
labeled-data/COD_exposure1B_rats5to8_RAT5/img14528.png,288.6340454417377,274.2939240246933,294.7817438971284,290.687786572402,280.43711416788335,259.94929429544817,253.7970875278567,300.93395066471993,248.8789287635441,292.32717282717283,266.9121775660236,285.35978124439663,240.272150925997,303.80287661056894,334.53686057532207,277.98254309792776,409.12893516739655,311.18011475703787
labeled-data/COD_exposure1B_rats5to8_RAT5/img14584.png,287.8143523143523,270.60530495145883,291.50297138758674,289.86809344501654,280.43711416788335,259.1296011680627,240.272150925997,293.1468659545583,235.35399216168443,286.5893209354748,254.2069340915494,282.90070186224034,228.38660057890823,293.9665590819437,336.9959399574783,282.0810087348549,409.53878173108933,311.5899613207306
labeled-data/COD_exposure1B_rats5to8_RAT5/img14694.png,296.830976715592,269.7856118240734,290.6832782602013,288.2287071902457,302.56882860729013,253.3917492763647,256.6660134737058,274.2939240246933,255.8463203463203,264.04775993237536,274.28941571249254,270.1954583877661,245.19030969030965,268.96591869668794,341.5042521580982,288.63855375393837,405.85016265785487,311.99980788442326
labeled-data/COD_exposure1B_rats5to8_RAT5/img14998.png,198.87764799303258,246.4243576935885,216.09120366812672,249.2932836394375,184.53301826378745,249.70313020313023,201.7465739388816,291.50747969978744,191.09056328287093,291.9173262634801,197.6481083019544,270.1954583877661,198.87764799303258,305.85210942903257,207.89427239427235,194.78369066830606,273.8795691487999,141.50363738825274
labeled-data/COD_exposure1B_rats5to8_RAT5/img15159.png,264.4530981838674,407.0842106611338,278.3878813494198,391.9198878045032,256.256166910013,418.5599144445299,301.7491354799047,429.2159251005405,297.24082327928477,437.4128563743949,282.07650042265425,421.0189938266862,304.6180614257537,436.59316324700944,224.69798150567377,368.14878711032566,213.2222777222777,278.80223622531315
labeled-data/COD_exposure1B_rats5to8_RAT5/img15192.png,277.15834165834156,396.0183534414304,276.3386485309562,380.03433745741444,277.56818822203434,412.8220625528319,319.37253771869155,378.3949512026436,325.52023617408224,383.7229565306489,309.1263736263736,392.73958093188867,328.79900868362404,373.47679243833096,226.33736776044466,383.3131099669562,194.36933579241267,309.9505750659597
labeled-data/COD_exposure1B_rats5to8_RAT5/img15208.png,300.1097492251338,382.4934168395707,286.1749660595814,373.06694587463824,306.66729424421726,398.4774328235867,333.7171674479366,339.86937421552807,340.2747124670201,345.19737954353343,322.24146366454056,357.9026230180077,345.1928712313327,334.13152232383004,253.38724096416402,401.3463587694357,191.09056328287093,351.3450779989242
labeled-data/COD_exposure1B_rats5to8_RAT5/img15301.png,371.0132047439739,397.65773969620125,377.1609031993646,379.6244908937217,360.3571940879632,408.72359691590464,413.63724736801646,418.9697610082226,409.948628294782,426.7568457183842,393.96461231076603,410.77282973436826,418.9652526960218,427.9863854094624,321.4217705371551,376.34571838418,240.68199748968973,339.86937421552807
labeled-data/COD_exposure1B_rats5to8_RAT5/img15423.png,213.63212428597038,338.2299879607572,199.69734112041803,349.2958451804606,226.7472143241374,327.16413074105384,187.40194420963647,300.93395066471993,195.18902891979812,293.9665590819437,201.33672737518887,313.63919413919416,183.713325136402,286.1794743717821,241.09184405338246,374.29648556571635,258.71524629216935,428.80607853684785
labeled-data/COD_exposure1B_rats5to8_RAT5/img15546.png,204.2056533210379,193.14430441353517,189.4511770281001,188.2261456492226,219.7798227413612,200.5215425600041,235.76383872537716,146.42179615256538,243.14107687184608,154.20888086272697,227.56690745152278,164.45504495504497,248.05923563615866,142.3233305156382,190.27087015548548,239.04711954711956,212.40258459489226,305.85210942903257
labeled-data/COD_exposure1B_rats5to8_RAT5/img15636.png,268.9614103844873,156.2581136811906,273.0598760214144,138.63471144240373,268.5515638207945,174.29136248367018,307.4869873716027,189.4556853403007,301.7491354799047,193.14430441353517,295.60143702451387,175.11105561105558,309.1263736263736,199.70184943261864,221.41920899613203,167.32397090089398,192.72994953764183,229.21080201849435
labeled-data/COD_exposure1B_rats5to8_RAT5/img15666.png,310.7657598811444,202.160928814775,327.15962242885314,198.88215630523325,296.01128358820665,208.30862727016574,320.1922308460769,250.11297676682295,309.94606675375906,250.52282333051562,314.86422551807163,228.3911088911089,315.6839186454571,262.40837367760446,282.8961935500397,157.07780680857604,225.51767463305922,180.0292143753682
labeled-data/COD_exposure1B_rats5to8_RAT5/img15766.png,472.2453059760751,202.160928814775,489.0490150874765,202.98062194216038,455.0317503009809,204.62000819693128,457.08098311944457,250.11297676682295,450.5234381003611,246.83420425728121,463.63852813852805,229.62064858218707,449.70374497297564,255.44098209482826,457.90067624683,155.02857399011242,388.6366069827608,112.40453136606982
labeled-data/COD_exposure1B_rats5to8_RAT5/img16081.png,461.1794487563717,256.2606752222137,475.93392504930955,266.91668587822437,446.42497246343385,254.21144240375008,452.57267091882466,302.9831834831835,445.19543277235573,301.34379722841265,454.21205717359555,280.44162248008405,448.8840518455902,310.3604216296524,482.08162350470025,207.07908757908757,436.99850149850135,139.04455800609645
labeled-data/COD_exposure1B_rats5to8_RAT5/img16338.png,415.68648018648,247.6538973846666,427.57203053356886,260.7689874228336,401.7516970209276,236.58804016496327,392.32522605599524,284.9499346807039,388.226760419068,280.0317759163913,398.8827710750786,269.37576526038066,385.357834473219,285.76962780808935,459.5400625016008,218.14494479879096,446.8348190271266,175.5209021747483
labeled-data/COD_exposure1B_rats5to8_RAT5/img16436.png,292.73251107866486,284.1302415533185,291.9128179512794,303.80287661056894,291.50297138758674,268.1462255693025,244.3706165629242,286.1794743717821,245.19030969030965,280.0317759163913,261.1743256743256,282.90070186224034,242.73123030815336,282.4908552985476,338.22547964855653,289.4582468813238,404.62062296677675,266.0969927508389
labeled-data/COD_exposure1B_rats5to8_RAT5/img17057.png,208.30411895796507,307.4914956838034,223.4684418145956,304.21272317426167,192.72994953764183,309.9505750659597,219.7798227413612,349.70569174415334,209.53365864904325,351.3450779989242,212.40258459489226,331.67244294167375,217.32074335920484,361.5912420912421,195.59887548349084,252.98190271267197,,
labeled-data/COD_exposure1B_rats5to8_RAT5/img17206.png,201.7465739388816,323.47551166781943,216.91089679551212,316.9179666487359,184.94286482748018,330.8527498142883,222.6487486872102,359.54200927277856,212.40258459489226,364.87001460078386,211.99273803119954,347.246612361997,222.23890212351748,372.2472527472528,191.09056328287093,271.01515151515156,191.09056328287093,188.2261456492226
labeled-data/COD_exposure1B_rats5to8_RAT5/img17271.png,197.6481083019544,305.85210942903257,194.7791823561054,323.06566510412665,197.6481083019544,282.4908552985476,169.36869540715693,279.6219293526986,179.20501293578215,274.70377058838596,178.3853198083967,293.556712518251,170.18838853454233,267.3265324419171,218.550283050283,266.91668587822437,188.22163733702192,210.76770665232203
labeled-data/COD_exposure1B_rats5to8_RAT5/img17488.png,201.7465739388816,299.2945644099491,218.1404364865903,315.27858039396506,187.40194420963647,291.9173262634801,207.0745792668869,333.7216757601374,202.15642050257432,339.86937421552807,194.36933579241267,322.2459719767412,210.35335177642864,344.7875329798407,252.56754783677857,289.4582468813238,298.4703629703629,253.3917492763647
labeled-data/COD_exposure1B_rats5to8_RAT5/img17666.png,202.56626706626705,322.655818540434,207.89427239427235,305.85210942903257,195.18902891979812,340.27922077922085,246.0100028176951,311.18011475703787,250.92816158200768,319.3770460308922,228.79644714260095,323.47551166781943,259.5349394195548,310.3604216296524,174.2868541714695,287.40901406286025,224.28813494198104,233.7191142191142
