scorer,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK,LK
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img07280.png,713.0,774.0,660.0,770.0,737.0,778.0,,,,,683.0,717.0,630.0,685.0,670.0,830.0,635.0,860.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img07490.png,852.0,298.0,886.0,287.0,820.0,324.0,865.0,390.0,,,875.0,343.0,869.0,409.0,793.0,258.0,633.0,300.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img07847.png,901.0,360.0,921.0,385.0,851.0,355.0,816.0,430.0,810.0,410.0,865.0,404.0,790.0,428.0,901.0,298.0,780.0,274.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img08653.png,313.0,791.0,341.0,763.0,306.0,820.0,428.0,813.0,,,376.0,820.0,446.0,824.0,272.0,740.0,269.0,689.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img09174.png,365.0,759.0,358.0,725.0,382.0,791.0,456.0,759.0,455.0,778.0,417.0,758.0,479.0,772.0,305.0,771.0,263.0,698.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img09444.png,807.0,804.0,800.0,771.0,819.0,832.0,888.0,760.0,,,860.0,789.0,903.0,760.0,720.0,803.0,532.0,794.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img09477.png,817.0,802.0,815.0,765.0,813.0,840.0,,,,,868.0,790.0,919.0,788.0,746.0,806.0,558.0,821.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img09674.png,854.0,780.0,806.0,775.0,883.0,776.0,831.0,676.0,850.0,673.0,846.0,726.0,838.0,650.0,815.0,830.0,628.0,860.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img09792.png,847.0,777.0,813.0,752.0,884.0,776.0,883.0,682.0,898.0,697.0,866.0,721.0,904.0,671.0,810.0,825.0,622.0,859.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img10129.png,853.0,764.0,820.0,733.0,868.0,796.0,920.0,693.0,,,904.0,727.0,936.0,687.0,786.0,765.0,629.0,842.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img10410.png,880.0,777.0,902.0,752.0,864.0,801.0,947.0,872.0,928.0,881.0,915.0,824.0,947.0,901.0,811.0,755.0,650.0,812.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img10432.png,865.0,778.0,896.0,760.0,841.0,795.0,958.0,819.0,959.0,840.0,908.0,815.0,987.0,831.0,809.0,756.0,658.0,799.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img10891.png,888.0,768.0,843.0,756.0,924.0,765.0,858.0,676.0,876.0,667.0,883.0,715.0,857.0,650.0,844.0,817.0,664.0,813.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img13789.png,884.0,777.0,843.0,756.0,919.0,773.0,878.0,681.0,899.0,677.0,897.0,720.0,881.0,657.0,836.0,811.0,670.0,821.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img14750.png,886.0,764.0,851.0,742.0,919.0,773.0,886.0,677.0,903.0,681.0,891.0,720.0,895.0,655.0,845.0,814.0,671.0,825.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img15068.png,881.0,767.0,850.0,747.0,922.0,782.0,904.0,675.0,921.0,685.0,892.0,727.0,921.0,661.0,839.0,810.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img15410.png,884.0,767.0,850.0,747.0,921.0,767.0,870.0,674.0,890.0,671.0,891.0,730.0,874.0,650.0,840.0,814.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img15682.png,884.0,771.0,850.0,750.0,922.0,771.0,855.0,689.0,871.0,676.0,894.0,730.0,850.0,663.0,840.0,814.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img16031.png,885.0,771.0,850.0,750.0,922.0,772.0,899.0,685.0,920.0,696.0,894.0,733.0,920.0,664.0,840.0,814.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img16052.png,885.0,771.0,850.0,750.0,921.0,772.0,899.0,685.0,920.0,696.0,894.0,733.0,920.0,664.0,838.0,812.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img18450.png,885.0,771.0,850.0,750.0,921.0,772.0,901.0,680.0,919.0,696.0,892.0,734.0,926.0,662.0,844.0,812.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img18576.png,885.0,771.0,850.0,750.0,921.0,772.0,895.0,679.0,918.0,685.0,898.0,737.0,905.0,661.0,844.0,812.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img19029.png,885.0,771.0,850.0,750.0,925.0,767.0,859.0,683.0,879.0,678.0,887.0,725.0,861.0,656.0,845.0,815.0,673.0,826.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img19212.png,885.0,771.0,850.0,750.0,921.0,769.0,904.0,683.0,922.0,694.0,894.0,734.0,923.0,666.0,838.0,810.0,672.0,829.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img19892.png,885.0,771.0,850.0,750.0,921.0,769.0,897.0,676.0,917.0,683.0,894.0,736.0,912.0,656.0,838.0,810.0,672.0,829.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img20570.png,885.0,771.0,850.0,750.0,921.0,769.0,895.0,675.0,912.0,678.0,895.0,737.0,909.0,653.0,838.0,810.0,672.0,829.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img20932.png,885.0,771.0,850.0,750.0,918.0,768.0,907.0,682.0,925.0,694.0,892.0,734.0,932.0,669.0,838.0,810.0,672.0,829.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img21820.png,885.0,767.0,850.0,750.0,917.0,770.0,910.0,667.0,928.0,670.0,902.0,723.0,928.0,645.0,838.0,810.0,672.0,829.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img22160.png,895.0,777.0,855.0,764.0,929.0,789.0,862.0,702.0,879.0,691.0,902.0,737.0,855.0,677.0,837.0,824.0,661.0,843.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img22320.png,892.0,782.0,855.0,764.0,926.0,791.0,862.0,702.0,876.0,691.0,895.0,739.0,855.0,677.0,844.0,828.0,662.0,840.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img22384.png,892.0,782.0,855.0,764.0,926.0,791.0,908.0,689.0,924.0,700.0,899.0,738.0,929.0,673.0,844.0,828.0,662.0,840.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img22734.png,892.0,782.0,855.0,764.0,923.0,779.0,871.0,690.0,889.0,684.0,897.0,738.0,871.0,662.0,848.0,831.0,662.0,840.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img22735.png,892.0,782.0,855.0,764.0,923.0,779.0,871.0,690.0,889.0,684.0,897.0,738.0,871.0,662.0,848.0,831.0,662.0,840.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img23035.png,885.0,776.0,859.0,754.0,918.0,778.0,907.0,680.0,926.0,684.0,897.0,738.0,921.0,658.0,843.0,826.0,661.0,841.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img23635.png,905.0,789.0,866.0,767.0,939.0,784.0,908.0,692.0,928.0,704.0,901.0,737.0,930.0,674.0,873.0,844.0,684.0,847.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img23668.png,905.0,789.0,866.0,767.0,939.0,784.0,914.0,695.0,933.0,705.0,904.0,739.0,936.0,682.0,873.0,844.0,684.0,847.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img23723.png,898.0,791.0,869.0,769.0,936.0,783.0,,,930.0,702.0,897.0,737.0,941.0,687.0,873.0,844.0,684.0,847.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img23808.png,898.0,791.0,869.0,769.0,936.0,783.0,920.0,696.0,936.0,705.0,906.0,748.0,942.0,680.0,873.0,844.0,684.0,847.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img23947.png,887.0,797.0,856.0,774.0,930.0,785.0,926.0,719.0,927.0,739.0,894.0,751.0,953.0,730.0,873.0,844.0,684.0,847.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img24744.png,908.0,803.0,864.0,782.0,942.0,794.0,892.0,705.0,913.0,706.0,901.0,751.0,904.0,685.0,882.0,847.0,694.0,844.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img25802.png,913.0,803.0,863.0,786.0,943.0,792.0,876.0,716.0,895.0,711.0,904.0,754.0,879.0,690.0,882.0,847.0,694.0,844.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img26459.png,911.0,804.0,863.0,786.0,940.0,788.0,897.0,697.0,916.0,702.0,901.0,754.0,908.0,676.0,882.0,847.0,694.0,844.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img26805.png,911.0,804.0,863.0,786.0,940.0,788.0,894.0,701.0,915.0,704.0,902.0,754.0,908.0,676.0,882.0,847.0,694.0,844.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img27184.png,910.0,810.0,863.0,786.0,943.0,793.0,908.0,706.0,927.0,714.0,908.0,751.0,922.0,689.0,876.0,846.0,694.0,844.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img27684.png,906.0,812.0,863.0,786.0,936.0,784.0,889.0,701.0,908.0,698.0,905.0,752.0,896.0,674.0,876.0,846.0,694.0,842.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img28637.png,904.0,804.0,863.0,786.0,938.0,786.0,893.0,694.0,908.0,692.0,910.0,747.0,898.0,670.0,878.0,845.0,694.0,842.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img28941.png,910.0,808.0,869.0,790.0,939.0,793.0,,,,,904.0,761.0,911.0,701.0,878.0,847.0,693.0,842.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img29087.png,910.0,808.0,869.0,790.0,939.0,790.0,,,,,902.0,759.0,908.0,700.0,880.0,848.0,693.0,842.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img33263.png,738.0,277.0,703.0,284.0,754.0,251.0,637.0,186.0,655.0,177.0,681.0,231.0,631.0,160.0,781.0,329.0,808.0,330.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img33823.png,567.0,274.0,565.0,240.0,577.0,310.0,,,661.0,334.0,634.0,289.0,676.0,350.0,507.0,278.0,490.0,340.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img33917.png,532.0,561.0,560.0,575.0,502.0,555.0,,,,,504.0,631.0,480.0,691.0,562.0,488.0,531.0,410.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img34154.png,346.0,460.0,314.0,463.0,371.0,429.0,300.0,402.0,319.0,390.0,327.0,422.0,297.0,378.0,353.0,506.0,409.0,588.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img34466.png,326.0,577.0,358.0,592.0,299.0,589.0,349.0,703.0,329.0,705.0,335.0,659.0,341.0,727.0,341.0,509.0,313.0,502.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img34877.png,500.0,441.0,466.0,447.0,520.0,411.0,448.0,336.0,466.0,332.0,466.0,387.0,454.0,310.0,558.0,489.0,709.0,606.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img35123.png,464.0,306.0,438.0,300.0,497.0,302.0,452.0,237.0,469.0,250.0,460.0,262.0,,,464.0,359.0,525.0,518.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img35634.png,380.0,755.0,410.0,738.0,361.0,777.0,,,428.0,840.0,432.0,797.0,436.0,847.0,346.0,692.0,300.0,524.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img35894.png,318.0,667.0,287.0,669.0,353.0,661.0,,,,,301.0,606.0,263.0,563.0,344.0,734.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img37082.png,298.0,492.0,284.0,465.0,335.0,505.0,371.0,432.0,381.0,450.0,344.0,463.0,395.0,430.0,275.0,548.0,317.0,718.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img37432.png,297.0,480.0,271.0,458.0,328.0,488.0,358.0,408.0,367.0,427.0,326.0,438.0,385.0,407.0,282.0,554.0,309.0,714.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img37609.png,292.0,486.0,268.0,467.0,331.0,511.0,370.0,450.0,370.0,467.0,330.0,461.0,391.0,459.0,275.0,555.0,309.0,714.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img39722.png,292.0,494.0,264.0,476.0,332.0,500.0,329.0,416.0,345.0,427.0,313.0,445.0,354.0,408.0,284.0,559.0,307.0,708.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img39965.png,296.0,491.0,265.0,476.0,332.0,500.0,332.0,408.0,349.0,419.0,319.0,445.0,356.0,396.0,286.0,559.0,307.0,708.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img40127.png,295.0,493.0,264.0,478.0,335.0,494.0,304.0,405.0,324.0,404.0,318.0,447.0,308.0,380.0,286.0,559.0,307.0,708.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img40339.png,295.0,491.0,268.0,473.0,333.0,496.0,323.0,402.0,337.0,409.0,312.0,448.0,339.0,385.0,286.0,559.0,307.0,708.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img41227.png,293.0,493.0,263.0,477.0,336.0,502.0,348.0,434.0,355.0,453.0,318.0,457.0,372.0,437.0,286.0,559.0,307.0,708.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img42740.png,297.0,493.0,262.0,482.0,337.0,497.0,322.0,411.0,341.0,418.0,316.0,458.0,341.0,393.0,286.0,559.0,309.0,709.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img46479.png,301.0,492.0,268.0,475.0,338.0,503.0,328.0,417.0,347.0,424.0,318.0,459.0,343.0,400.0,286.0,559.0,309.0,709.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img47014.png,301.0,492.0,268.0,475.0,337.0,505.0,334.0,417.0,350.0,430.0,316.0,455.0,359.0,409.0,286.0,559.0,309.0,709.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img47901.png,296.0,491.0,263.0,479.0,335.0,504.0,314.0,408.0,332.0,412.0,311.0,455.0,328.0,387.0,285.0,559.0,309.0,709.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img49632.png,299.0,492.0,265.0,475.0,337.0,503.0,354.0,426.0,357.0,444.0,314.0,458.0,378.0,430.0,285.0,559.0,309.0,709.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img50694.png,299.0,613.0,319.0,572.0,290.0,648.0,386.0,585.0,395.0,599.0,350.0,618.0,410.0,578.0,265.0,565.0,280.0,437.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img51043.png,325.0,397.0,305.0,377.0,361.0,412.0,,,413.0,343.0,369.0,352.0,426.0,329.0,305.0,462.0,292.0,450.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img51161.png,331.0,444.0,362.0,450.0,292.0,448.0,,,,,313.0,503.0,300.0,552.0,303.0,405.0,277.0,456.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img51535.png,348.0,702.0,377.0,692.0,320.0,716.0,,,,,380.0,753.0,415.0,809.0,316.0,624.0,303.0,644.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img52503.png,337.0,732.0,302.0,743.0,367.0,699.0,,,,,309.0,693.0,310.0,649.0,364.0,771.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img53158.png,335.0,730.0,297.0,732.0,362.0,700.0,,,,,318.0,691.0,311.0,647.0,370.0,768.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img53162.png,335.0,730.0,297.0,732.0,362.0,700.0,,,,,322.0,696.0,313.0,641.0,370.0,768.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img54155.png,340.0,728.0,301.0,732.0,366.0,701.0,,,,,317.0,691.0,298.0,633.0,367.0,771.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img54242.png,342.0,732.0,300.0,731.0,366.0,701.0,,,,,326.0,690.0,324.0,646.0,367.0,771.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img54853.png,335.0,734.0,293.0,732.0,379.0,719.0,,,363.0,682.0,315.0,678.0,368.0,698.0,370.0,772.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img56220.png,314.0,677.0,284.0,676.0,351.0,659.0,296.0,592.0,318.0,590.0,306.0,628.0,304.0,575.0,353.0,731.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img56881.png,342.0,535.0,365.0,517.0,326.0,561.0,444.0,584.0,,,401.0,587.0,460.0,592.0,313.0,450.0,270.0,547.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img57136.png,810.0,408.0,844.0,401.0,793.0,446.0,,,826.0,517.0,842.0,463.0,829.0,540.0,753.0,381.0,696.0,419.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img57424.png,317.0,465.0,342.0,485.0,288.0,461.0,299.0,567.0,280.0,567.0,290.0,520.0,289.0,586.0,353.0,404.0,369.0,378.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img57956.png,310.0,485.0,351.0,476.0,278.0,500.0,348.0,570.0,331.0,579.0,325.0,522.0,345.0,597.0,305.0,425.0,390.0,454.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img57987.png,300.0,479.0,346.0,473.0,279.0,505.0,376.0,530.0,,,330.0,522.0,393.0,545.0,298.0,424.0,392.0,453.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img58370.png,303.0,653.0,336.0,659.0,275.0,663.0,358.0,761.0,343.0,771.0,325.0,719.0,361.0,783.0,302.0,584.0,399.0,546.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img58548.png,293.0,587.0,264.0,577.0,325.0,572.0,281.0,472.0,300.0,472.0,293.0,526.0,290.0,447.0,299.0,643.0,,
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img59026.png,293.0,515.0,323.0,487.0,272.0,549.0,,,,,318.0,558.0,316.0,591.0,,,272.0,607.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img59086.png,304.0,530.0,315.0,493.0,295.0,572.0,379.0,593.0,364.0,604.0,339.0,562.0,384.0,616.0,262.0,543.0,274.0,608.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img59761.png,310.0,531.0,275.0,512.0,348.0,534.0,,,,,311.0,470.0,296.0,429.0,,,323.0,643.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img60286.png,291.0,459.0,259.0,448.0,,,,,,,316.0,399.0,331.0,366.0,276.0,530.0,256.0,616.0
labeled-data/TIM18SDM018_ACAC_1_alkuosa/img60301.png,,,,,,,,,,,343.0,413.0,,,333.0,569.0,180.0,614.0
